timestamp,epoch,step,train_loss,val_loss,val_acc,lr
2025-12-17 14:04:21,1,100,0.7472,0.4573,0.8204,0.001000
2025-12-17 14:04:47,1,200,0.5790,0.2595,0.9099,0.001000
2025-12-17 14:05:12,1,300,0.5067,0.3158,0.8872,0.001000
2025-12-17 14:05:33,1,400,0.4747,0.2918,0.8967,0.001000
2025-12-17 14:05:58,1,500,0.4389,0.2714,0.9025,0.001000
2025-12-17 14:16:15,1,100,0.7789,0.4201,0.8630,0.001000
